company_id,name,rank,karma,market_cap,sector,industry,symbol,category,exchange,share_value,ipo_year,quote_url
"66","America Movil, S.A.B. de C.V.","1","1.0","79593030500","Public Utilities","Telecommunications Equipment","AMOV","Public","NASDAQ","21","0000","http://www.nasdaq.com/symbol/amov"
"67","3M Company","1","1.0","78288775747","Health Care","Medical/Dental Instruments","MMM","Public","NYSE","113","0000","http://www.nasdaq.com/symbol/mmm"
"68","ConocoPhillips","1","1.0","77675664765","Energy","Integrated oil Companies","COP","Public","NYSE","64","1985","http://www.nasdaq.com/symbol/cop"
"69","Amgen Inc.","1","1.0","76542607305","Health Care","Biotechnology: Biological Products (No Diagnostic Substances","AMGN","Public","NASDAQ","102","1983","http://www.nasdaq.com/symbol/amgn"
"70","Diageo plc","1","1.0","74724133949","Consumer Non-Durables","Beverages (Production/Distribution)","DEO","Public","NYSE","119","0000","http://www.nasdaq.com/symbol/deo"
"71","CNOOC Limited","1","1.0","74684340510","Energy","Oil & Gas Production","CEO","Public","NYSE","167","2001","http://www.nasdaq.com/symbol/ceo"
"72","ENI S.p.A.","1","1.0","74101038879","Energy","Oil & Gas Production","E","Public","NYSE","41","0000","http://www.nasdaq.com/symbol/e"
"73","Toronto Dominion Bank (The)","1","1.0","73958865752","Finance","Commercial Banks","TD","Public","NYSE","80","0000","http://www.nasdaq.com/symbol/td"
"74","Bristol-Myers Squibb Company","1","1.0","73684879984","Health Care","Major Pharmaceuticals","BMY","Public","NYSE","45","0000","http://www.nasdaq.com/symbol/bmy"
"75","Union Pacific Corporation","1","1.0","73578317811","Transportation","Railroads","UNP","Public","NYSE","158","0000","http://www.nasdaq.com/symbol/unp"
"76","CVS Corporation","1","1.0","73316633978","Health Care","Medical/Nursing Services","CVS","Public","NYSE","60","0000","http://www.nasdaq.com/symbol/cvs"
"77","Altria Group","1","1.0","73316163657","Consumer Non-Durables","Farming/Seeds/Milling","MO","Public","NYSE","37","0000","http://www.nasdaq.com/symbol/mo"
"78","Occidental Petroleum Corporation","1","1.0","71927870429","Energy","Oil & Gas Production","OXY","Public","NYSE","89","0000","http://www.nasdaq.com/symbol/oxy"
"79","Goldman Sachs Group, Inc. (The)","1","1.0","71448877782","Finance","Investment Bankers/Brokers/Service","GS","Public","NYSE","156","1999","http://www.nasdaq.com/symbol/gs"
"80","eBay Inc.","1","1.0","71222690724","Miscellaneous","Business Services","EBAY","Public","NASDAQ","55","1995","http://www.nasdaq.com/symbol/ebay"
"81","AbbVie Inc.","1","1.0","69541545396","Health Care","Major Pharmaceuticals","ABBV","Public","NYSE","44","0000","http://www.nasdaq.com/symbol/abbv"
"82","Twenty-First Century Fox, Inc.","1","1.0","69482581220","Consumer Services","Television Services","FOXA","Public","NASDAQ","30","0000","http://www.nasdaq.com/symbol/foxa"
"83","Mastercard Incorporated","1","1.0","69052276552","Miscellaneous","Business Services","MA","Public","NYSE","591","2006","http://www.nasdaq.com/symbol/ma"
"84","UnitedHealth Group Incorporated","1","1.0","69044276335","Health Care","Medical Specialities","UNH","Public","NYSE","68","0000","http://www.nasdaq.com/symbol/unh"
"85","China Petroleum & Chemical Corporation","1","1.0","68686825422","Energy","Integrated oil Companies","SNP","Public","NYSE","69","0000","http://www.nasdaq.com/symbol/snp"
"86","U.S. Bancorp","1","1.0","68566237577","Finance","Major Banks","USB","Public","NYSE","37","0000","http://www.nasdaq.com/symbol/usb"
"87","Lloyds Banking Group Plc","1","1.0","68291491549","Finance","Commercial Banks","LYG","Public","NYSE","4","0000","http://www.nasdaq.com/symbol/lyg"
"88","Honda Motor Company, Ltd.","1","1.0","68289044318","Capital Goods","Auto Manufacturing","HMC","Public","NYSE","38","1976","http://www.nasdaq.com/symbol/hmc"
"89","American International Group, Inc.","1","1.0","67498500944","Finance","Property-Casualty Insurers","AIG","Public","NYSE","46","0000","http://www.nasdaq.com/symbol/aig"
"90","Statoil ASA","1","1.0","67057248576","Energy","Integrated oil Companies","STO","Public","NYSE","21","0000","http://www.nasdaq.com/symbol/sto"
"91","Sumitomo Mitsui Financial Group Inc","1","1.0","66460614375","Finance","Commercial Banks","SMFG","Public","NYSE","9","0000","http://www.nasdaq.com/symbol/smfg"
"92","UBS AG","1","1.0","66229285404","Finance","Major Banks","UBS","Public","NYSE","17","1990","http://www.nasdaq.com/symbol/ubs"
"93","Ford Motor Company","1","1.0","65729765357","Capital Goods","Auto Manufacturing","F","Public","NYSE","17","0000","http://www.nasdaq.com/symbol/f"
"94","NTT DOCOMO, Inc","1","1.0","65352939176","Technology","Radio And Television Broadcasting And Communications Equipme","DCM","Public","NYSE","16","0000","http://www.nasdaq.com/symbol/dcm"
"95","China Life Insurance Company Limited","1","1.0","64631958744","Finance","Life Insurance","LFC","Public","NYSE","34","2003","http://www.nasdaq.com/symbol/lfc"
"96","Honeywell International Inc.","1","1.0","63894724011","Capital Goods","Auto Parts:O.E.M.","HON","Public","NYSE","81","0000","http://www.nasdaq.com/symbol/hon"
"97","Bank of Nova Scotia (The)","1","1.0","63542879135","Finance","Major Banks","BNS","Public","NYSE","53","0000","http://www.nasdaq.com/symbol/bns"
"98","Facebook, Inc.","1","1.0","62381965125","Technology","Computer Software: Programming, Data Processing","FB","Public","NASDAQ","26","1994","http://www.nasdaq.com/symbol/fb"
"99","Nippon Telegraph and Telephone Corporation","1","1.0","61923970776","Public Utilities","Telecommunications Equipment","NTT","Public","NYSE","26","0000","http://www.nasdaq.com/symbol/ntt"
"100","Astrazeneca PLC","1","1.0","61277278678","Health Care","Major Pharmaceuticals","AZN","Public","NYSE","49","0000","http://www.nasdaq.com/symbol/azn"
"101","Banco Santander, S.A.","1","1.0","60667739161","Finance","Commercial Banks","SAN","Public","NYSE","6","0000","http://www.nasdaq.com/symbol/san"
"102","Telefonica SA","1","1.0","59026788880","Public Utilities","Telecommunications Equipment","TEF","Public","NYSE","13","1988","http://www.nasdaq.com/symbol/tef"
"103","Itau Unibanco Banco Holding SA","1","1.0","58859306248","Finance","Major Banks","ITUB","Public","NYSE","12","0000","http://www.nasdaq.com/symbol/itub"
"104","Enterprise Products Partners L.P.","1","1.0","58417919925","Public Utilities","Natural Gas Distribution","EPD","Public","NYSE","64","0000","http://www.nasdaq.com/symbol/epd"
"105","Barclays PLC","1","1.0","58075780627","Finance","Commercial Banks","BCS","Public","NYSE","18","0000","http://www.nasdaq.com/symbol/bcs"
"106","Eli Lilly and Company","1","1.0","57927790479","Health Care","Major Pharmaceuticals","LLY","Public","NYSE","51","0000","http://www.nasdaq.com/symbol/lly"
"107","Rio Tinto Plc","1","1.0","57258372126","Basic Industries","Precious Metals","RIO","Public","NYSE","41","2002","http://www.nasdaq.com/symbol/rio"
"108","Time Warner Inc.","1","1.0","56871938180","Consumer Services","Television Services","TWX","Public","NYSE","61","0000","http://www.nasdaq.com/symbol/twx"
"109","Nike, Inc.","1","1.0","56833886843","Consumer Non-Durables","Shoe Manufacturing","NKE","Public","NYSE","64","0000","http://www.nasdaq.com/symbol/nke"
"110","Caterpillar, Inc.","1","1.0","55859921012","Capital Goods","Construction/Ag Equipment/Trucks","CAT","Public","NYSE","85","0000","http://www.nasdaq.com/symbol/cat"
"111","Colgate-Palmolive Company","1","1.0","54677085967","Consumer Non-Durables","Package Goods/Cosmetics","CL","Public","NYSE","59","0000","http://www.nasdaq.com/symbol/cl"
"112","Abbott Laboratories","1","1.0","54154958219","Health Care","Major Pharmaceuticals","ABT","Public","NYSE","35","0000","http://www.nasdaq.com/symbol/abt"
"113","Monsanto Company","1","1.0","54105266815","Basic Industries","Agricultural Chemicals","MON","Public","NYSE","101","0000","http://www.nasdaq.com/symbol/mon"
"114","Medtronic, Inc.","1","1.0","53392868489","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","MDT","Public","NYSE","53","0000","http://www.nasdaq.com/symbol/mdt"
"115","MetLife, Inc.","1","1.0","53228589951","Finance","Life Insurance","MET","Public","NYSE","49","2000","http://www.nasdaq.com/symbol/met"
"116","Express Scripts Holding Company","1","1.0","52575289990","Health Care","Medical/Nursing Services","ESRX","Public","NASDAQ","64","1992","http://www.nasdaq.com/symbol/esrx"
"117","Celgene Corporation","1","1.0","52173679423","Health Care","Major Pharmaceuticals","CELG","Public","NASDAQ","125","1987","http://www.nasdaq.com/symbol/celg"
"118","Biogen Idec Inc.","1","1.0","52151246856","Health Care","Biotechnology: Biological Products (No Diagnostic Substances","BIIB","Public","NASDAQ","220","0000","http://www.nasdaq.com/symbol/biib"
"119","Mondelez International, Inc.","1","1.0","52016794339","Consumer Non-Durables","Packaged Foods","MDLZ","Public","NASDAQ","29","0000","http://www.nasdaq.com/symbol/mdlz"
"120","EMC Corporation","1","1.0","51386548455","Technology","Electronic Components","EMC","Public","NYSE","24","0000","http://www.nasdaq.com/symbol/emc"
"121","Mizuho Financial Group, Inc.","1","1.0","51168300217","Finance","Major Banks","MFG","Public","NYSE","4","0000","http://www.nasdaq.com/symbol/mfg"
"122","Starbucks Corporation","1","1.0","50986470000","Consumer Services","Restaurants","SBUX","Public","NASDAQ","68","1992","http://www.nasdaq.com/symbol/sbux"
"123","Accenture plc.","1","1.0","50241079408","Miscellaneous","Business Services","ACN","Public","NYSE","74","1986","http://www.nasdaq.com/symbol/acn"
"124","ABB Ltd","1","1.0","50153318255","Consumer Durables","Electrical Products","ABB","Public","NYSE","22","0000","http://www.nasdaq.com/symbol/abb"
"125","Hewlett-Packard Company","1","1.0","50007345270","Technology","Computer Manufacturing","HPQ","Public","NYSE","26","0000","http://www.nasdaq.com/symbol/hpq"
"126","Simon Property Group, Inc.","1","1.0","49869897262","Consumer Services","Real Estate Investment Trusts","SPG","Public","NYSE","161","1993","http://www.nasdaq.com/symbol/spg"
"127","Morgan Stanley","1","1.0","49669315240","Finance","Investment Bankers/Brokers/Service","MS","Public","NYSE","25","0000","http://www.nasdaq.com/symbol/ms"
"128","E.I. du Pont de Nemours and Company","1","1.0","49631526720","Basic Industries","Major Chemicals","DD","Public","NYSE","54","0000","http://www.nasdaq.com/symbol/dd"
"129","Costco Wholesale Corporation","1","1.0","49629163080","Consumer Services","Department/Specialty Retail Stores","COST","Public","NASDAQ","114","1985","http://www.nasdaq.com/symbol/cost"
"130","Banco Bradesco Sa","1","1.0","49386662125","Capital Goods","Miscellaneous","BBDO","Public","NYSE","13","0000","http://www.nasdaq.com/symbol/bbdo"
"131","General Motors Company","1","1.0","48567661962","Capital Goods","Auto Manufacturing","GM","Public","NYSE","35","2010","http://www.nasdaq.com/symbol/gm"
"132","Banco Bradesco Sa","1","1.0","48499720500","Finance","Major Banks","BBD","Public","NYSE","12","0000","http://www.nasdaq.com/symbol/bbd"
"133","Duke Energy Corporation","1","1.0","48406655912","Public Utilities","Power Generation","DUK","Public","NYSE","69","0000","http://www.nasdaq.com/symbol/duk"
"134","Danaher Corporation","1","1.0","46965539549","Capital Goods","Industrial Machinery/Components","DHR","Public","NYSE","68","0000","http://www.nasdaq.com/symbol/dhr"
"135","Lowe's Companies, Inc.","1","1.0","46532157662","Consumer Services","RETAIL: Building Materials","LOW","Public","NYSE","43","0000","http://www.nasdaq.com/symbol/low"
"136","Target Corporation","1","1.0","46221884737","Consumer Services","Department/Specialty Retail Stores","TGT","Public","NYSE","72","0000","http://www.nasdaq.com/symbol/tgt"
"137","Suncor Energy  Inc.","1","1.0","46073265458","Energy","Integrated oil Companies","SU","Public","NYSE","31","0000","http://www.nasdaq.com/symbol/su"
"138","Banco Bilbao Viscaya Argentaria S.A.","1","1.0","45334428214","Finance","Commercial Banks","BBVA","Public","NYSE","8","0000","http://www.nasdaq.com/symbol/bbva"
"139","Walgreen Co.","1","1.0","45218426088","Health Care","Medical/Nursing Services","WAG","Public","NYSE","48","0000","http://www.nasdaq.com/symbol/wag"
"140","priceline.com Incorporated","1","1.0","44669713202","Miscellaneous","Business Services","PCLN","Public","NASDAQ","892","1999","http://www.nasdaq.com/symbol/pcln"
"141","BlackRock, Inc.","1","1.0","44657531015","Finance","Investment Bankers/Brokers/Service","BLK","Public","NYSE","265","1980","http://www.nasdaq.com/symbol/blk"
"142","Anadarko Petroleum Corporation","1","1.0","44440585647","Energy","Oil & Gas Production","APC","Public","NYSE","89","0000","http://www.nasdaq.com/symbol/apc"
"143","Las Vegas Sands Corp.","1","1.0","43841322181","Consumer Services","Hotels/Resorts","LVS","Public","NYSE","53","2004","http://www.nasdaq.com/symbol/lvs"
"144","Deutsche Bank AG","1","1.0","43603999603","Finance","Major Banks","DB","Public","NYSE","43","0000","http://www.nasdaq.com/symbol/db"
"145","Prudential Public Limited Company","1","1.0","42854676381","Finance","Life Insurance","PUK","Public","NYSE","33","0000","http://www.nasdaq.com/symbol/puk"
"146","National Grid Transco, PLC","1","1.0","41743937321","Public Utilities","Natural Gas Distribution","NGG","Public","NYSE","57","0000","http://www.nasdaq.com/symbol/ngg"
"147","Canadian National Railway Company","1","1.0","41476636693","Transportation","Railroads","CNI","Public","NYSE","98","0000","http://www.nasdaq.com/symbol/cni"
"148","Halliburton Company","1","1.0","41130888881","Energy","Oilfield Services/Equipment","HAL","Public","NYSE","44","0000","http://www.nasdaq.com/symbol/hal"
"149","Emerson Electric Company","1","1.0","41047056173","Energy","Consumer Electronics/Appliances","EMR","Public","NYSE","57","1993","http://www.nasdaq.com/symbol/emr"
"150","Dow Chemical Company (The)","1","1.0","40872011668","Basic Industries","Major Chemicals","DOW","Public","NYSE","34","0000","http://www.nasdaq.com/symbol/dow"
"151","Kinder Morgan, Inc.","1","1.0","40725628779","Public Utilities","Natural Gas Distribution","KMI","Public","NYSE","39","0000","http://www.nasdaq.com/symbol/kmi"
"152","Texas Instruments Incorporated","1","1.0","40583959057","Technology","Semiconductors","TXN","Public","NASDAQ","37","0000","http://www.nasdaq.com/symbol/txn"
"153","LyondellBasell Industries NV","1","1.0","40176158190","Basic Industries","Major Chemicals","LYB","Public","NYSE","70","0000","http://www.nasdaq.com/symbol/lyb"
"154","BT Group plc","1","1.0","39599990880","Public Utilities","Telecommunications Equipment","BT","Public","NYSE","50","0000","http://www.nasdaq.com/symbol/bt"
"155","PNC Financial Services Group, Inc. (The)","1","1.0","39489716767","Finance","Major Banks","PNC","Public","NYSE","75","0000","http://www.nasdaq.com/symbol/pnc"
"156","China Telecom Corp Ltd","1","1.0","39365503941","Public Utilities","Telecommunications Equipment","CHA","Public","NYSE","49","2002","http://www.nasdaq.com/symbol/cha"
"157","EOG Resources, Inc.","1","1.0","38708800402","Energy","Oil & Gas Production","EOG","Public","NYSE","142","1989","http://www.nasdaq.com/symbol/eog"
"158","Ericsson","1","1.0","38685630558","Technology","Radio And Television Broadcasting And Communications Equipme","ERIC","Public","NASDAQ","12","0000","http://www.nasdaq.com/symbol/eric"
"159","Baxter International Inc.","1","1.0","38652019493","Health Care","Medical/Dental Instruments","BAX","Public","NYSE","71","0000","http://www.nasdaq.com/symbol/bax"
"160","Canon, Inc.","1","1.0","38572362233","Miscellaneous","Industrial Machinery/Components","CAJ","Public","NYSE","33","0000","http://www.nasdaq.com/symbol/caj"
"161","Southern Company (The)","1","1.0","38497373452","Public Utilities","Electric Utilities: Central","SO","Public","NYSE","44","0000","http://www.nasdaq.com/symbol/so"
"162","Bank Of Montreal","1","1.0","38173026504","Finance","Commercial Banks","BMO","Public","NYSE","59","0000","http://www.nasdaq.com/symbol/bmo"
"163","Kimberly-Clark Corporation","1","1.0","37941962309","Consumer Durables","Containers/Packaging","KMB","Public","NYSE","99","0000","http://www.nasdaq.com/symbol/kmb"
"164","Capital One Financial Corporation","1","1.0","37918006050","Finance","Major Banks","COF","Public","NYSE","65","1994","http://www.nasdaq.com/symbol/cof"
"165","TJX Companies, Inc. (The)","1","1.0","37262661308","Consumer Services","Clothing/Shoe/Accessory Stores","TJX","Public","NYSE","52","1987","http://www.nasdaq.com/symbol/tjx"
"166","ING Group, N.V.","1","1.0","37122390000","Finance","Life Insurance","ING","Public","NYSE","10","1997","http://www.nasdaq.com/symbol/ing"
"167","Kinder Morgan Energy Partners, L.P.","1","1.0","37086239750","Public Utilities","Natural Gas Distribution","KMP","Public","NYSE","86","0000","http://www.nasdaq.com/symbol/kmp"
"168","Credit Suisse Group","1","1.0","37073161710","Finance","Investment Bankers/Brokers/Service","CS","Public","NYSE","28","1989","http://www.nasdaq.com/symbol/cs"
"169","Syngenta AG","1","1.0","36830170904","Basic Industries","Agricultural Chemicals","SYT","Public","NYSE","81","1993","http://www.nasdaq.com/symbol/syt"
"170","Prudential Financial, Inc.","1","1.0","35927520000","Finance","Life Insurance","PRU","Public","NYSE","77","2001","http://www.nasdaq.com/symbol/pru"
"171","News Corporation","1","1.0","35759689535","Consumer Services","Television Services","NWS","Public","NASDAQ","15","0000","http://www.nasdaq.com/symbol/nws"
"172","Lockheed Martin Corporation","1","1.0","35731601509","Capital Goods","Military/Government/Technical","LMT","Public","NYSE","112","0000","http://www.nasdaq.com/symbol/lmt"
"173","Enbridge Inc","1","1.0","35338015499","Energy","Natural Gas Distribution","ENB","Public","NYSE","43","0000","http://www.nasdaq.com/symbol/enb"
"174","Yandex N.V.","1","1.0","35191478994","Technology","Computer Software: Programming, Data Processing","YNDX","Public","NASDAQ","29","0000","http://www.nasdaq.com/symbol/yndx"
